cell_line,drug,true_auc,pred_auc
HCC44,Niraparib,0.966346,9.4626e-01
NCIH2444,Leflunomide,0.965026,9.6212e-01
SAOS2,AZ960,0.771495,8.2184e-01
MEG01,Dinaciclib,0.480782,4.8570e-01
RL952,Alisertib,0.757646,8.2075e-01
SKMEL5,NU7441,0.949627,9.1122e-01
ABC1,AZD1208,0.982098,9.7339e-01
ASPC1,Teniposide,0.962154,9.3993e-01
SKUT1,Wnt-C59,0.948723,9.6538e-01
NCIH441,Vinblastine,0.936173,8.7258e-01
MDAMB361,L-Oxonoreleagnine,0.973378,9.7242e-01
2313287,LY2109761,0.984383,9.7176e-01
SW837,UMI-77,0.901778,9.2067e-01
NCIH446,Sabutoclax,0.437944,3.9007e-01
BICR22,SGC0946,0.979631,9.6917e-01
ME1,MK-1775,0.722779,8.2325e-01
NCIH1792,AGI-5198,0.971646,9.6652e-01
NCIH1437,LY2109761,0.983537,9.6296e-01
CMLT1,Afatinib,0.85403,9.0605e-01
HH,AZD6738,0.985761,8.8771e-01
KM12,AZD5582,0.837261,7.6855e-01
KYSE150,EPZ5676,0.972539,9.7210e-01
TALL1,GSK1904529A,0.882268,9.4556e-01
DB,Crizotinib,0.884352,8.4778e-01
A2780,Osimertinib,0.886217,8.7678e-01
JHH4,KU-55933,0.959137,9.7001e-01
ALLSIL,VX-11e,0.917417,8.8822e-01
KMRC20,Wee1-Inhibitor,0.813755,8.6528e-01
HCC1806,Rucaparib,0.98518,9.6656e-01
NCIH460,SL0101,0.96368,9.6208e-01
CAOV4,Epirubicin,0.795053,6.6851e-01
SKNFI,Cediranib,0.806411,8.6197e-01
DAOY,AZD1208,0.989167,9.7353e-01
KYSE180,Bleomycin(50uM),0.721931,8.2180e-01
NCIN87,AZ960,0.890883,8.7177e-01
CHP126,Ulixertinib,0.961912,9.2862e-01
CHP126,Temozolomide,0.887486,9.6855e-01
NCIH647,GSK343,0.978596,9.6617e-01
DMS79,Motesanib,0.98984,9.7321e-01
CORL23,GSK2110183B,0.974111,9.4530e-01
KALS1,Temsirolimus,0.935249,9.2245e-01
CORL311,AZD7762,0.747967,6.5596e-01
NCIH661,Foretinib,0.847671,8.0400e-01
TE10,Savolitinib,0.986857,9.6595e-01
SW620,GSK2578215A,0.985694,9.6856e-01
WM115,Alpelisib,0.938743,9.3693e-01
KOPN8,Dasatinib,0.968622,8.2824e-01
OSRC2,KRAS(G12C)Inhibitor-12,0.93385,9.5582e-01
KMS11,Serdemetan,0.886493,8.9285e-01
HS683,Docetaxel,0.665854,8.1658e-01
A673,Foretinib,0.583376,7.3360e-01
SF126,Foretinib,0.758429,7.6131e-01
DND41,RVX-208,0.976318,9.6808e-01
CORL311,EPZ004777,0.991711,9.7632e-01
NCIH2029,Erlotinib,0.984172,9.6102e-01
HS746T,LJI308,0.959302,9.7141e-01
CORL279,MIRA-1,0.981139,9.7140e-01
NCIH650,BMS-345541,0.957341,9.5337e-01
DANG,Telomerase-Inhibitor-IX,0.794795,7.2388e-01
NCIH1048,LJI308,0.98668,9.7492e-01
KATOIII,AZD5582,0.870332,8.8588e-01
HSC3,ZM447439,0.755442,8.4893e-01
COLO668,Veliparib,0.986597,9.7549e-01
NCIH526,GDC0810,0.988156,9.7392e-01
PSN1,Pyridostatin,0.960584,9.3631e-01
SCC4,Dasatinib,0.854903,8.9995e-01
NCIH647,Picolinici-acid,0.979821,9.7171e-01
LCLC97TM1,Bortezomib,0.805118,8.1115e-01
KMS11,ML323,0.930355,9.2888e-01
HCC1599,MG-132,0.63104,5.4783e-01
KG1,BI-2536,0.741619,5.8075e-01
MEG01,Sinularin,0.985703,9.6384e-01
HCC1806,Wnt-C59,0.969707,9.5845e-01
ECC10,AZ960,0.652148,8.0721e-01
TE6,CCT007093,0.939848,9.7377e-01
CAL851,Lapatinib,0.908689,9.1980e-01
NCIH1975,Crizotinib,0.933624,8.9958e-01
RCHACV,LCL161,0.968924,9.1582e-01
COLO668,BIBR-1532,0.983694,9.7503e-01
CAL54,Sabutoclax,0.656374,5.3635e-01
J82,SB590885,0.985199,9.7127e-01
A204,Pyridostatin,0.919639,9.3359e-01
JURKAT,Osimertinib,0.981389,9.5796e-01
DETROIT562,UNC0638,0.982093,9.5760e-01
RKO,I-BET-762,0.832132,8.7363e-01
ECC10,GSK2830371,0.987408,9.7388e-01
NCIH929,Trametinib,0.565574,6.7855e-01
DU4475,AZD5153,0.768805,5.2925e-01
LS123,KU-55933,0.966024,9.6955e-01
VMRCRCW,VE821,0.924087,9.5156e-01
NCIH1092,Sorafenib,0.879746,9.2314e-01
KU1919,VX-11e,0.436061,7.4010e-01
SKMEL3,Wnt-C59,0.983454,9.5805e-01
CHP212,AZD8055,0.783318,7.4088e-01
HT144,Fulvestrant,0.985799,9.7364e-01
MDST8,Sabutoclax,0.601205,5.1384e-01
GA10,AZD8055,0.648855,6.8253e-01
HOP92,Serdemetan,0.926058,9.5727e-01
IGR37,AZD5363,0.935046,9.0463e-01
CMLT1,SCH772984,0.861985,9.2168e-01
NCIH211,Selumetinib,0.970374,9.2815e-01
HPAFII,Dacarbazine,0.978365,9.7195e-01
MELJUSO,MK-8776,0.952761,9.5425e-01
MDAMB175VII,GSK591,0.933611,9.3808e-01
BFTC905,AZD5363,0.945674,8.7176e-01
J82,Teniposide,0.910541,9.3008e-01
HL60,AZD8186,0.860132,9.2808e-01
HCC1806,UMI-77,0.937633,9.0013e-01
HUH1,Cisplatin,0.932956,9.5410e-01
RCHACV,Piperlongumine,0.827403,7.4513e-01
JEKO1,Nutlin-3a(-),0.975544,9.0728e-01
BECKER,YK-4-279,0.671791,8.3547e-01
MDAMB231,BI-2536,0.630262,7.5716e-01
CORL279,JNK-Inhibitor-VIII,0.973066,9.7145e-01
NCIH1781,OF-1,0.93367,9.4867e-01
NCIH1650,Afuresertib,0.853221,9.0213e-01
SW948,Picolinici-acid,0.935903,9.7453e-01
NCIH460,Tozasertib,0.493982,6.1735e-01
ECGI10,UNC0638,0.984042,9.6245e-01
HOS,PCI-34051,0.96947,9.5891e-01
PANC0327,Osimertinib,0.939594,9.3579e-01
SW1088,AGI-6780,0.946168,9.5305e-01
HOP62,MN-64,0.946904,9.6813e-01
NCIH1915,AGI-5198,0.95807,9.6515e-01
CALU3,Methotrexate,0.96745,9.1362e-01
ES2,GSK591,0.928874,9.4098e-01
PATU8988T,AZD3759,0.987981,9.5496e-01
HUCCT1,Dinaciclib,0.67348,6.4152e-01
JHH4,GSK1904529A,0.8982,9.6151e-01
8505C,PD173074,0.944188,9.4723e-01
PSN1,Tamoxifen,0.930119,9.4770e-01
SNU5,Afatinib,0.928173,8.5122e-01
NCIH1915,Ipatasertib,0.967118,9.3196e-01
SCC9,Doramapimod,0.984402,9.6904e-01
SF268,Entinostat,0.812623,8.5737e-01
TOV21G,Venetoclax,0.976023,9.7482e-01
COLO792,ZM447439,0.794113,8.9212e-01
THP1,KU-55933,0.975516,9.6789e-01
DMS79,Fulvestrant,0.989896,9.7602e-01
A704,IWP-2,0.947833,9.7217e-01
MHHCALL2,Uprosertib,0.860146,9.1172e-01
RCC10RGB,Refametinib,0.693927,6.7419e-01
HOP92,GSK2606414,0.924299,9.4772e-01
RT112,Afuresertib,0.885869,8.7131e-01
SF268,Pyridostatin,0.858835,9.4552e-01
SKMEL5,AZD6482,0.921397,9.3352e-01
MHHNB11,VX-11e,0.904297,8.9142e-01
CORL105,Ribociclib,0.976095,9.6741e-01
HPAC,BIBR-1532,0.95411,9.7480e-01
TT2609C02,Selumetinib,0.784358,7.8856e-01
CORL311,Pictilisib,0.765571,8.6016e-01
FU97,ICL-SIRT078,0.904431,9.4472e-01
TGBC11TKB,MIM1,0.982162,8.4084e-01
NCIH1792,Uprosertib,0.940135,8.9467e-01
CHAGOK1,PFI3,0.987893,9.7612e-01
HPAFII,GSK591,0.973158,9.6298e-01
BECKER,AZD2014,0.828902,8.6064e-01
HCT15,Olaparib,0.975161,9.5211e-01
SKM1,Tozasertib,0.729602,6.8126e-01
VCAP,Refametinib,0.938907,8.9162e-01
2313287,PD0325901,0.981553,9.2605e-01
G361,GSK1904529A,0.920556,9.5758e-01
CAKI1,Picolinici-acid,0.971945,9.7162e-01
TT2609C02,AZD6738,0.927535,8.9618e-01
NCIH1963,PFI3,0.987133,9.7458e-01
CAL33,Buparlisib,0.749401,8.4442e-01
HSC2,Bromosporine,0.887535,9.4710e-01
22RV1,SGC-CBP30,0.965356,9.6795e-01
UACC893,AZ6102,0.954139,8.7961e-01
CORL105,ZM447439,0.914184,9.2614e-01
LXF289,CZC24832,0.975411,9.7295e-01
PECAPJ15,BI-2536,0.803954,8.0619e-01
KNS62,Buparlisib,0.820589,8.9035e-01
UMUC3,Savolitinib,0.983338,9.7154e-01
MM1S,AZD8186,0.778036,8.2381e-01
MESSA,Crizotinib,0.861966,8.8302e-01
NCIH2227,Olaparib,0.896517,9.3188e-01
KCL22,AZ960,0.701235,7.1940e-01
NCIH2052,ABT737,0.814025,9.3029e-01
G292CLONEA141B1,L-Oxonoreleagnine,0.977669,9.7241e-01
CAKI1,LCL161,0.956611,9.4599e-01
NCIH446,Camptothecin,0.880633,7.4936e-01
HUCCT1,Podophyllotoxin-bromide,0.908949,8.3701e-01
SW780,MG-132,0.555673,6.1062e-01
ECC10,Vinorelbine,0.748194,7.8609e-01
CAL33,Pyridostatin,0.886586,9.3306e-01
CHAGOK1,Temozolomide,0.983735,9.7396e-01
IPC298,BI-2536,0.878035,7.1684e-01
HT144,Savolitinib,0.969946,9.5916e-01
CAMA1,PLX-4720,0.97533,9.6631e-01
NCIH460,GNE-317,0.58364,6.0607e-01
WSUDLCL2,Venetoclax,0.637316,9.4549e-01
MDAMB157,Picolinici-acid,0.982498,9.7624e-01
A498,CCT007093,0.966871,9.7540e-01
SU8686,UNC0638,0.980392,9.6971e-01
CAS1,KU-55933,0.978028,9.6997e-01
NCIH82,Uprosertib,0.860524,9.0917e-01
MOLM13,Lenalidomide,0.963752,9.7055e-01
TE10,Wnt-C59,0.973774,9.5549e-01
SUDHL8,Temozolomide,0.92096,9.7250e-01
BICR31,GSK2606414,0.978235,9.5486e-01
SKMM2,Temozolomide,0.969736,9.7358e-01
FTC133,Afuresertib,0.740125,8.9287e-01
SNU449,RVX-208,0.967175,9.6862e-01
SNU81,Leflunomide,0.952336,9.4344e-01
TYKNU,I-BET-762,0.881835,8.7692e-01
GB1,AT13148,0.904951,9.3525e-01
SNU398,AZD4547,0.953413,9.5037e-01
SKMEL1,Epirubicin,0.938537,7.8444e-01
U2OS,KRAS(G12C)Inhibitor-12,0.975964,9.4807e-01
HS940T,Savolitinib,0.979544,9.6476e-01
NCIH1341,Vinblastine,0.924516,7.0133e-01
SNU61,PFI-1,0.942323,9.6214e-01
EPLC272H,Cytarabine,0.920467,9.0278e-01
OVISE,Pevonedistat,0.844885,8.1012e-01
OPM2,Buparlisib,0.733303,8.2867e-01
NCIH2342,Talazoparib,0.90871,9.4465e-01
CHP212,I-BET-762,0.810916,8.2553e-01
MOLM13,SB590885,0.975328,9.4476e-01
HSC3,Palbociclib,0.907184,9.1765e-01
YAPC,GSK1904529A,0.969147,9.6800e-01
T47D,AZD5438,0.905698,8.9949e-01
TGBC11TKB,ICL-SIRT078,0.953249,9.4141e-01
CAMA1,AZD5582,0.734451,8.3460e-01
EFM192A,BMS-345541,0.958102,9.4742e-01
A375,Cyclophosphamide,0.985263,9.6569e-01
WSUDLCL2,Fulvestrant,0.987614,9.7315e-01
HCC70,Uprosertib,0.720929,8.4232e-01
RT4,Gemcitabine,0.420653,8.5619e-01
G401,Dabrafenib,0.912732,9.2760e-01
SNU407,Crizotinib,0.853837,9.0187e-01
A549,GSK343,0.978846,9.6549e-01
MONOMAC6,Buparlisib,0.620038,7.4864e-01
OCIAML2,GSK2606414,0.967446,8.6808e-01
JURLMK1,Sabutoclax,0.391367,3.7036e-01
LCLC97TM1,Dactolisib,0.906363,8.6745e-01
UACC812,CCT007093,0.971166,9.7569e-01
CAKI1,Entospletinib,0.814806,9.1607e-01
NCIH2452,Docetaxel,0.775012,8.3368e-01
BICR31,GW441756,0.975604,9.7275e-01
RKN,AGI-5198,0.973789,9.7245e-01
SW780,AZD5153,0.959963,8.1497e-01
SNUC1,AZD1208,0.972007,9.7241e-01
DAOY,PFI-1,0.971631,9.5479e-01
KYSE70,Camptothecin,0.97016,9.3769e-01
OVCAR4,AZ960,0.97332,8.9939e-01
SUDHL6,Vinblastine,0.41513,4.4622e-01
CFPAC1,AZ6102,0.778325,8.9941e-01
TE6,AZD1208,0.973909,9.7157e-01
NCIH661,Cytarabine,0.985962,9.4041e-01
FTC133,Niraparib,0.975234,9.4853e-01
MDAMB157,Sorafenib,0.892363,9.2169e-01
SIMA,Rucaparib,0.963239,9.5868e-01
CORL88,Olaparib,0.944305,9.6881e-01
HT115,AZD4547,0.971039,9.5844e-01
NCIH460,AZD7762,0.829959,5.8224e-01
ME1,Palbociclib,0.968463,9.5034e-01
EBC1,BIBR-1532,0.965656,9.7333e-01
HCC70,Pyridostatin,0.88009,9.4278e-01
RERFLCMS,JNK-Inhibitor-VIII,0.955547,9.6489e-01
A704,Entospletinib,0.860328,9.3602e-01
PANC0813,BMS-345541,0.93147,9.5192e-01
NCIH2052,MK-1775,0.79833,7.7137e-01
ESS1,PRIMA-1MET,0.864765,8.7496e-01
WSUDLCL2,Docetaxel,0.673814,6.8777e-01
G401,EHT-1864,0.91874,8.9988e-01
C2BBE1,GSK2830371,0.972355,9.7371e-01
KOPN8,Sabutoclax,0.374691,3.8361e-01
MOLT16,AZD2014,0.946705,8.0934e-01
TE6,SGC0946,0.97998,9.6198e-01
MKN1,Buparlisib,0.715778,8.5181e-01
RPMI7951,Erlotinib,0.974262,9.1935e-01
HCC44,Podophyllotoxin-bromide,0.729574,7.9135e-01
EJM,NVP-ADW742,0.847174,9.1643e-01
TE4,NVP-ADW742,0.97317,9.1879e-01
PANC0403,Ribociclib,0.963239,9.6906e-01
KMS11,AMG-319,0.975151,9.5558e-01
NCIH526,Palbociclib,0.985072,9.0120e-01
NUGC4,Ibrutinib,0.82317,9.1921e-01
EPLC272H,PRIMA-1MET,0.898453,8.9668e-01
NCIH146,Sabutoclax,0.693289,5.9577e-01
8305C,Fulvestrant,0.979245,9.7470e-01
T47D,JNK-Inhibitor-VIII,0.974912,9.7359e-01
CALU6,AZD1208,0.975453,9.7136e-01
MDAMB361,Teniposide,0.960575,8.8675e-01
FUOV1,Buparlisib,0.795372,8.8434e-01
BT20,NVP-ADW742,0.987351,9.3541e-01
RAJI,XAV939,0.989662,9.6567e-01
SW1990,Taselisib,0.901036,8.1462e-01
DND41,AZ960,0.653038,7.3645e-01
HCC1937,Bromosporine,0.941893,9.5811e-01
SU8686,Lestaurtinib,0.826906,8.9011e-01
42MGBA,GSK2606414,0.886458,9.4264e-01
COLO684,Talazoparib,0.950508,9.1372e-01
CORL279,GSK343,0.974511,9.7099e-01
DMS114,Docetaxel,0.869507,8.6696e-01
CAOV3,IOX2,0.978962,9.7125e-01
HT1080,GSK591,0.973936,9.5721e-01
TOV112D,AMG-319,0.98564,9.6883e-01
D283MED,MK-8776,0.859436,8.8029e-01
5637,Temozolomide,0.965354,9.7020e-01
AU565,Entospletinib,0.951333,9.4032e-01
CAL33,GSK591,0.948257,9.4741e-01
HCC1569,AZD1332,0.942127,9.3592e-01
RS411,I-BET-762,0.928285,8.4027e-01
EFO27,Vorinostat,0.738824,8.6335e-01
SW837,GSK1904529A,0.965124,9.6600e-01
A172,Ulixertinib,0.897335,8.7567e-01
NCIH1650,MK-2206,0.914602,9.1474e-01
FADU,Dacarbazine,0.978774,9.6878e-01
NCIH747,5-Fluorouracil,0.903862,9.1679e-01
NCIH209,NU7441,0.932609,9.1495e-01
TE10,IWP-2,0.980021,9.7209e-01
NALM6,AZD3759,0.979583,9.6692e-01
SH4,Cediranib,0.882931,8.1996e-01
SUDHL5,Dacarbazine,0.980351,9.6198e-01
HPAC,Irinotecan,0.955655,9.2164e-01
RPMI7951,Selumetinib,0.955388,9.1055e-01
TT,KU-55933,0.968797,9.7106e-01
NCIH2347,Serdemetan,0.865093,9.5949e-01
GAMG,Schweinfurthin-A,0.961468,8.9595e-01
BT483,Alpelisib,0.868937,9.5051e-01
RL952,Bortezomib,0.84728,7.9129e-01
2313287,alpha-lipoic-acid,0.985548,9.7497e-01
LU65,UMI-77,0.973936,8.7342e-01
NCIH23,Talazoparib,0.910873,8.2659e-01
TE5,WIKI4,0.960977,9.4687e-01
LOUCY,LY2109761,0.988711,9.7376e-01
DAUDI,Savolitinib,0.978192,9.6809e-01
NCIH2023,L-Oxonoreleagnine,0.97939,9.7262e-01
NCIH82,PFI3,0.982195,9.7506e-01
SW1463,AZD5582,0.586931,9.1169e-01
MELHO,MK-8776,0.976132,9.2133e-01
NCIH23,OF-1,0.775053,9.6181e-01
HCC1500,WIKI4,0.982148,9.5061e-01
K562,KRAS(G12C)Inhibitor-12,0.953783,9.3468e-01
VMRCRCZ,Docetaxel,0.945749,9.2776e-01
KOPN8,Ribociclib,0.970233,9.6700e-01
RERFLCMS,Camptothecin,0.734915,6.8781e-01
HS683,BMS-754807,0.805056,8.4751e-01
VMRCRCW,Alisertib,0.910554,8.6800e-01
SKMM2,ZM447439,0.98475,8.6628e-01
SKNDZ,ICL-SIRT078,0.896755,9.4911e-01
OE21,Navitoclax,0.94217,9.6740e-01
LAMA84,MIM1,0.940974,7.9272e-01
J82,ICL-SIRT078,0.973909,9.6608e-01
DBTRG05MG,Wnt-C59,0.953666,9.6145e-01
SNU5,GW441756,0.985403,9.7099e-01
HCC1428,KRAS(G12C)Inhibitor-12,0.978871,9.5418e-01
LCLC103H,Schweinfurthin-A,0.899877,9.0138e-01
AMO1,PD0325901,0.876186,8.3620e-01
OVCAR4,YK-4-279,0.949977,8.8395e-01
LS513,EPZ004777,0.983855,9.7146e-01
RKO,LGK974,0.951183,9.5668e-01
SKMEL3,PF-4708671,0.979323,9.4735e-01
THP1,Methotrexate,0.981687,8.4591e-01
TE4,WIKI4,0.959295,8.9112e-01
NCIH838,Tretinoin,0.980049,9.6855e-01
EFM192A,Vinorelbine,0.983765,8.9730e-01
MDAMB361,Ipatasertib,0.834547,8.6845e-01
8MGBA,Buparlisib,0.651752,8.2541e-01
RCM1,WEHI-539,0.758016,9.4756e-01
CORL95,GW441756,0.983629,9.7397e-01
NCIH446,Rucaparib,0.941394,9.5866e-01
NCIH2085,SGC-CBP30,0.96858,9.7385e-01
G402,JQ1,0.685098,7.2513e-01
TYKNU,Bleomycin(50uM),0.699844,7.0697e-01
SIGM5,Axitinib,0.747217,8.4788e-01
IGROV1,KRAS(G12C)Inhibitor-12,0.920448,8.9227e-01
JM1,VX-11e,0.950134,9.2195e-01
CAL29,Refametinib,0.780307,8.5353e-01
MKN1,WIKI4,0.919187,9.3738e-01
HSC3,WEHI-539,0.951945,9.3428e-01
CALU3,Temozolomide,0.970405,9.7124e-01
WM115,Teniposide,0.832843,8.8139e-01
SBC5,AZD8186,0.887801,9.0099e-01
YH13,Buparlisib,0.675251,8.2506e-01
HUH7,Schweinfurthin-A,0.92765,9.4633e-01
KM12,GNE-317,0.679546,6.4823e-01
COLO668,Avagacestat,0.969328,9.7089e-01
VCAP,Lenalidomide,0.954003,9.7530e-01
NCIH1437,MIRA-1,0.979915,9.6799e-01
CAL12T,XAV939,0.973044,9.4607e-01
CAL12T,JNK-Inhibitor-VIII,0.961982,9.6932e-01
EFM19,I-BRD9,0.963124,9.6047e-01
HGC27,PFI3,0.988382,9.7295e-01
OVCAR4,Crizotinib,0.96001,9.3559e-01
IGROV1,Bortezomib,0.772097,6.3358e-01
CAMA1,LGK974,0.944902,9.6296e-01
EFO21,MIM1,0.928882,8.8729e-01
KNS62,BMS-754807,0.98069,8.6958e-01
IALM,JQ1,0.934329,9.0991e-01
DOHH2,BMS-345541,0.910897,8.0025e-01
SF539,GSK2578215A,0.980007,9.6963e-01
RKN,MK-1775,0.751826,8.1451e-01
COLO783,Avagacestat,0.971842,9.5865e-01
SNU175,AZD5363,0.928066,8.8297e-01
PF382,RVX-208,0.984308,9.5982e-01
A3KAW,Oxaliplatin,0.706495,8.2171e-01
L1236,Elephantin,0.840157,8.3719e-01
NCIH647,AZD6738,0.635035,7.7048e-01
NCIH1092,GW441756,0.959638,9.7515e-01
NCIH2122,Bosutinib,0.973377,9.1619e-01
C32,POMHEX,0.773301,8.1120e-01
K562,Bromosporine,0.959831,9.4781e-01
MDAMB468,Teniposide,0.741997,7.6728e-01
HUH1,GSK2110183B,0.944854,9.4746e-01
ACHN,WZ4003,0.871721,9.4476e-01
OE33,Vinblastine,0.881721,7.3602e-01
NOMO1,Dinaciclib,0.445488,5.3701e-01
HCC1937,AZD8186,0.877476,9.1943e-01
SKMEL31,Pevonedistat,0.890085,8.1029e-01
PSN1,Taselisib,0.924784,8.6521e-01
NUGC3,AT13148,0.909102,9.0694e-01
TALL1,AZD3759,0.965408,9.6388e-01
BCPAP,Pevonedistat,0.644602,7.2923e-01
TE8,Doramapimod,0.979344,9.6957e-01
NCIH2052,OTX015,0.979003,8.6506e-01
HUH7,MK-2206,0.957588,9.3644e-01
AU565,Taselisib,0.849091,7.2543e-01
CAL12T,KU-55933,0.945793,9.6731e-01
HCC1395,Daporinad,0.985253,8.0323e-01
BCPAP,Bleomycin(50uM),0.833641,8.3049e-01
T24,AZ960,0.861806,8.7721e-01
COLO678,Dasatinib,0.916985,9.3082e-01
KOPN8,GW441756,0.985539,9.6676e-01
MEWO,BMS-754807,0.965461,8.5673e-01
NCIH2172,GDC0810,0.988333,9.7665e-01
HCT116,Navitoclax,0.882949,9.1840e-01
NCIH2444,WZ4003,0.98504,9.7145e-01
NCIH23,Nelarabine,0.976618,9.7545e-01
TE8,Bleomycin(50uM),0.85575,8.1088e-01
CCK81,Wee1-Inhibitor,0.802221,8.8156e-01
SUDHL6,Tamoxifen,0.882795,9.0104e-01
NCIH1568,L-Oxonoreleagnine,0.96118,9.7279e-01
MHHNB11,EPZ004777,0.982219,9.7389e-01
HCC44,EPZ5676,0.982265,9.7467e-01
HCC1187,Alpelisib,0.979456,9.5324e-01
DANG,BI-2536,0.796596,7.8913e-01
IGR1,SGC0946,0.983493,9.7520e-01
ME1,Dinaciclib,0.597151,7.9888e-01
NCIH1105,ABT737,0.379961,7.2790e-01
NCIH1568,Sabutoclax,0.769429,6.8246e-01
CAL29,Savolitinib,0.963915,9.6821e-01
HCC1419,SN-38,0.988592,9.4566e-01
L363,Ribociclib,0.993806,9.7119e-01
HS766T,Sepantronium-bromide,0.353432,3.6792e-01
A253,SB590885,0.982958,9.7283e-01
RERFGC1B,Camptothecin,0.900057,8.8915e-01
IALM,Obatoclax-Mesylate,0.765055,8.6023e-01
COLO679,GSK591,0.954877,9.4791e-01
SUIT2,MG-132,0.618264,6.3606e-01
UACC257,Serdemetan,0.963881,9.5619e-01
MHHNB11,Ruxolitinib,0.980189,9.6187e-01
HOS,LCL161,0.989011,9.6628e-01
TYKNU,OF-1,0.938346,9.5150e-01
TE441T,NU7441,0.900856,9.0179e-01
HCC1428,Dinaciclib,0.889739,7.4933e-01
TE1,Bosutinib,0.90194,9.5164e-01
TE9,Rucaparib,0.811226,9.7170e-01
HCC1500,CCT007093,0.98285,9.7664e-01
BECKER,SGC-CBP30,0.974117,9.7232e-01
SKMEL3,SB505124,0.913592,9.4179e-01
RERFLCKJ,CCT007093,0.981771,9.7552e-01
CHP126,WIKI4,0.882929,9.6087e-01
TE1,Paclitaxel,0.95156,9.1178e-01
KATOIII,Erlotinib,0.953341,9.4440e-01
NCIH1781,XAV939,0.971621,9.4952e-01
HCC1937,Pevonedistat,0.891617,8.7988e-01
HCC366,Gefitinib,0.971919,9.5788e-01
769P,AZD3759,0.905177,9.6109e-01
EKVX,XAV939,0.930306,9.5186e-01
DETROIT562,Lenalidomide,0.982147,9.7249e-01
YAPC,Tanespimycin,0.84884,8.7536e-01
THP1,VE821,0.875893,9.0940e-01
HCC44,Nelarabine,0.970343,9.7313e-01
SKMEL30,EPZ5676,0.982271,9.7380e-01
MESSA,WZ4003,0.954129,9.4200e-01
CAL27,AZD6738,0.830364,7.9448e-01
LN229,PRIMA-1MET,0.962701,9.3891e-01
SUDHL8,KRAS(G12C)Inhibitor-12,0.977,9.3373e-01
TE1,Niraparib,0.963771,9.5554e-01
NMCG1,ZM447439,0.939411,8.9926e-01
NCIH2081,Fulvestrant,0.98304,9.7341e-01
SBC5,Dabrafenib,0.988437,9.6136e-01
MCF7,CZC24832,0.97825,9.7409e-01
MESSA,KRAS(G12C)Inhibitor-12,0.954279,9.1879e-01
KG1,VE-822,0.913605,9.2829e-01
PANC0327,AZD4547,0.972931,9.5630e-01
OPM2,NVP-ADW742,0.785181,8.2547e-01
NCIH196,GSK2110183B,0.985326,9.6517e-01
COLO829,Nutlin-3a(-),0.954617,9.5627e-01
SKUT1,AZD5991,0.977119,9.0217e-01
MEWO,MIM1,0.972628,9.1020e-01
RKN,Refametinib,0.89046,9.1350e-01
AGS,AZD4547,0.979156,9.2385e-01
NCIH1435,Lapatinib,0.973593,9.6333e-01
ESS1,Fulvestrant,0.989264,9.7342e-01
MEG01,GNE-317,0.938027,6.8526e-01
CAOV3,Sorafenib,0.849634,8.6603e-01
RERFLCKJ,Trametinib,0.958814,8.4248e-01
LS123,AZD6738,0.930737,8.6774e-01
MEWO,GNE-317,0.713647,8.3406e-01
BECKER,P22077,0.984451,9.5844e-01
DU4475,EHT-1864,0.723624,9.2794e-01
KMS11,GSK591,0.928334,9.1576e-01
MELHO,GSK2578215A,0.941511,9.6574e-01
CALU3,POMHEX,0.767867,8.4559e-01
OVCAR4,MIM1,0.934569,9.0557e-01
NCIH1975,Entinostat,0.796512,8.4722e-01
KYM1,Daporinad,0.535703,3.2623e-01
ME1,BMS-345541,0.953684,9.5655e-01
A673,I-BRD9,0.966713,9.5378e-01
NCIH1435,VE821,0.985015,9.6803e-01
RAJI,GSK2110183B,0.981619,9.4854e-01
SKMEL24,Palbociclib,0.919105,9.3086e-01
ST486,Erlotinib,0.985468,9.6410e-01
NCIH526,Vismodegib,0.990635,9.7168e-01
PF382,alpha-lipoic-acid,0.979457,9.7424e-01
RT4,Bleomycin(50uM),0.60905,8.9741e-01
8MGBA,Docetaxel,0.877089,8.1332e-01
NCIH650,GSK343,0.984909,9.7520e-01
SKNFI,ICL-SIRT078,0.964654,9.5176e-01
NCIH209,Linsitinib,0.968083,9.5544e-01
SBC5,Ipatasertib,0.941384,9.1227e-01
A101D,GSK2578215A,0.968633,9.6642e-01
SNU423,Sinularin,0.901314,9.7012e-01
CALU3,Vismodegib,0.929926,9.6969e-01
NCIH1092,Ulixertinib,0.930629,9.4207e-01
ST486,AZD7762,0.466417,3.9961e-01
SW1417,AZD5991,0.967318,9.5289e-01
NCIH596,I-BRD9,0.983221,9.6268e-01
HEL,BI-2536,0.726259,6.2182e-01
HEL,Gefitinib,0.991039,9.7358e-01
IGR1,UNC0638,0.988848,9.6545e-01
BICR22,Navitoclax,0.848407,9.3565e-01
EBC1,alpha-lipoic-acid,0.970372,9.7457e-01
SCC15,alpha-lipoic-acid,0.970865,9.7426e-01
NCIH1793,OF-1,0.879809,9.6074e-01
NCIH1436,GSK1904529A,0.987594,9.6857e-01
TE15,GSK2606414,0.854714,9.4798e-01
KMRC20,Dactinomycin,0.982866,9.1644e-01
RT112,PD173074,0.708179,9.4876e-01
CORL105,Crizotinib,0.916393,9.2153e-01
CHAGOK1,MK-2206,0.966325,9.0557e-01
SU8686,NU7441,0.95191,9.4152e-01
769P,GW441756,0.982685,9.7230e-01
NCIH660,Camptothecin,0.994588,9.5482e-01
